Mod:Item:MetaData, Localized Name
natura:overworld_workbenches:4, Верстак из древесины ивы
natura:overworld_workbenches:5, Верстак из древесины эвкалипта
natura:overworld_workbenches:6, Верстак из древесины хмельного дерева
natura:overworld_workbenches:7, Верстак из древесины сакуры
natura:overworld_workbenches:8, Верстак из древесины красного дерева
natura:overworld_workbenches:9, Apple Crafting Table
natura:ghostwood_button:0, Кнопка из древесины призрачного дерева
natura:ghostwood_pressure_plate:0, Нажимная плита из древесины призрачного дерева
natura:ghostwood_trap_door:0, Люк из древесины призрачного дерева
natura:ghostwood_fence:0, Забор из древесины призрачного дерева
natura:ghostwood_fence_gate:0, Калитка из древесины призрачного дерева
natura:bloodwood_button:0, Кнопка из древесины кровавого дерева
natura:bloodwood_pressure_plate:0, Нажимная плита из древесины кровавого дерева
natura:bloodwood_trap_door:0, Люк из древесины кровавого дерева
natura:bloodwood_fence:0, Забор из древесины кровавого дерева
natura:bloodwood_fence_gate:0, Калитка из древесины кровавого дерева
natura:fusewood_button:0, Кнопка из древесины плавкого дерева
natura:fusewood_pressure_plate:0, Нажимная плита из древесины плавкого дерева
natura:fusewood_trap_door:0, Люк из древесины плавкого дерева
natura:fusewood_fence:0, Забор из древесины плавкого дерева
natura:fusewood_fence_gate:0, Калитка из древесины плавкого дерева
natura:darkwood_button:0, Кнопка из древесины тёмного дерева
natura:darkwood_pressure_plate:0, Нажимная плита из древесины тёмного дерева
natura:darkwood_trap_door:0, Люк из древесины тёмного дерева
natura:darkwood_fence:0, Забор из древесины тёмного дерева
natura:darkwood_fence_gate:0, Калитка из древесины тёмного дерева
natura:nether_bookshelves:0, Книжный шкаф из древесины призрачного дерева
natura:nether_bookshelves:1, Книжный шкаф из древесины кровавого дерева
natura:nether_bookshelves:2, Книжный шкаф из древесины тёмного дерева
natura:nether_bookshelves:3, Книжный шкаф из древесины плавкого дерева
natura:nether_workbenches:0, Верстак из древесины призрачного дерева
natura:nether_workbenches:1, Верстак из древесины кровавого дерева
natura:nether_workbenches:2, Верстак из древесины тёмного дерева
natura:nether_workbenches:3, Верстак из древесины плавкого дерева
natura:imp_armor_helmet, Шлем дьяволёнка
natura:imp_armor_chestplate, Безрукавка дьяволёнка
natura:imp_armor_leggings, Поножи дьяволёнка
natura:imp_armor_boots, Ботинки дьяволёнка
natura:ghostwood_sword, Меч из призрачного дерева
natura:ghostwood_pickaxe, Кирка из призрачного дерева
natura:ghostwood_shovel, Лопата из призрачного дерева
natura:ghostwood_axe, Топор из призрачного дерева
natura:ghostwood_hoe, Ghostwood Hoe
natura:ghostwood_bow, Лук из призрачного дерева
natura:bloodwood_sword, Меч из кровавого дерева
natura:bloodwood_pickaxe, Кирка из кровавого дерева
natura:bloodwood_shovel, Лопата из кровавого дерева
natura:bloodwood_axe, Топор из кровавого дерева
natura:bloodwood_hoe, Bloodwood Hoe
natura:bloodwood_bow, Лук из кровавого дерева
natura:darkwood_sword, Меч из тёмного дерева
natura:darkwood_pickaxe, Кирка из тёмного дерева
natura:darkwood_shovel, Лопата из тёмного дерева
natura:darkwood_axe, Топор из тёмного дерева
natura:darkwood_hoe, Darkwood Hoe
natura:darkwood_bow, Лук из тёмного дерева
natura:fusewood_sword, Меч из плавкого дерева
natura:fusewood_pickaxe, Кирка из плавкого дерева
natura:fusewood_shovel, Лопата из плавкого дерева
natura:fusewood_axe, Топор из плавкого дерева
natura:fusewood_hoe, Fusewood Hoe
natura:fusewood_bow, Лук из плавкого дерева
natura:netherquartz_sword, Меч из кварца
natura:netherquartz_pickaxe, Кирка из кварца
natura:netherquartz_shovel, Лопата из кварца
natura:netherquartz_axe, Топор из кварца
natura:netherquartz_hoe, Nether Quartz Hoe
natura:netherquartz_shears, Nether Quartz Shears
natura:flint_and_blaze, Огненное огниво
naturescompass:naturescompass, Компас природы
